# emapper version: emapper-1.0.3-35-g63c274b emapper DB: 2.0
# command: ./emapper.py  --cpu 10 -i /data/shared/emapper_jobs/user_data/MM_figsawpb/query_seqs.fa --output query_seqs.fa --output_dir /data/shared/emapper_jobs/user_data/MM_figsawpb -m diamond -d none --tax_scope auto --go_evidence non-electronic --target_orthologs all --seed_ortholog_evalue 0.001 --seed_ortholog_score 60 --query-cover 20 --subject-cover 0 --override --temp_dir /data/shared/emapper_jobs/user_data/MM_figsawpb
# time: Mon Jun 17 13:05:54 2019
#query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	best_tax_level	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction
WP_012104183.1	431943.CKL_3869	8.8e-44	182.6	Clostridia													Bacteria	1VE1E@1239,24NVE@186801,2CKJQ@1,32SCH@2	NA|NA|NA		
WP_012621061.1	610130.Closa_3133	8.6e-87	326.2	Lachnoclostridium													Bacteria	1V2VZ@1239,220G7@1506553,24GYA@186801,297FF@1,2ZCG2@2	NA|NA|NA	S	Psort location Cytoplasmic, score
WP_013270744.1	610130.Closa_0001	5.2e-259	899.8	Lachnoclostridium	dnaA	GO:0003674,GO:0003676,GO:0003677,GO:0003688,GO:0003690,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006270,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016020,GO:0034641,GO:0034645,GO:0042802,GO:0043170,GO:0043565,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0071944,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901576,GO:1990837		ko:K02313	ko02020,ko04112,map02020,map04112				ko00000,ko00001,ko03032,ko03036				Bacteria	1TPV7@1239,21YKS@1506553,2490S@186801,COG0593@1,COG0593@2	NA|NA|NA	L	it binds specifically double-stranded DNA at a 9 bp consensus (dnaA box) 5'-TTATC CA A CA A-3'. DnaA binds to ATP and to acidic phospholipids
WP_013270745.1	610130.Closa_0002	8.4e-207	726.1	Lachnoclostridium	dnaN		2.7.7.7	ko:K02338	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440	M00260	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032,ko03400				Bacteria	1TQ7J@1239,21YTE@1506553,248EG@186801,COG0592@1,COG0592@2	NA|NA|NA	L	Confers DNA tethering and processivity to DNA polymerases and other proteins. Acts as a clamp, forming a ring around DNA (a reaction catalyzed by the clamp-loading complex) which diffuses in an ATP-independent manner freely and bidirectionally along dsDNA. Initially characterized for its ability to contact the catalytic subunit of DNA polymerase III (Pol III), a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria
WP_013270746.1	610130.Closa_0003	8.7e-50	202.6	Lachnoclostridium	yaaA	GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0019538,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576		ko:K14761					ko00000,ko03009				Bacteria	1VYQT@1239,2215V@1506553,24QZU@186801,COG2501@1,COG2501@2	NA|NA|NA	S	S4 domain
WP_013270747.1	610130.Closa_0004	2.6e-205	721.1	Lachnoclostridium	recF	GO:0000731,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006259,GO:0006281,GO:0006302,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009295,GO:0009987,GO:0018130,GO:0019438,GO:0033554,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043590,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0071897,GO:0090304,GO:1901360,GO:1901362,GO:1901576		ko:K03629	ko03440,map03440				ko00000,ko00001,ko03400				Bacteria	1TP9U@1239,21Y51@1506553,247KY@186801,COG1195@1,COG1195@2	NA|NA|NA	L	it is required for DNA replication and normal SOS inducibility. RecF binds preferentially to single-stranded, linear DNA. It also seems to bind ATP
WP_013270748.1	610130.Closa_0005	0.0	1270.0	Lachnoclostridium	gyrB	GO:0000166,GO:0000287,GO:0003674,GO:0003824,GO:0003916,GO:0003918,GO:0005488,GO:0005524,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0006139,GO:0006259,GO:0006265,GO:0006725,GO:0006807,GO:0006996,GO:0007059,GO:0008094,GO:0008144,GO:0008150,GO:0008152,GO:0009295,GO:0009987,GO:0016020,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016853,GO:0016887,GO:0017076,GO:0017111,GO:0030312,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034335,GO:0034641,GO:0035639,GO:0036094,GO:0040007,GO:0042623,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044464,GO:0046483,GO:0046872,GO:0051276,GO:0061505,GO:0071103,GO:0071704,GO:0071840,GO:0071944,GO:0090304,GO:0097159,GO:0097367,GO:0140097,GO:1901265,GO:1901360,GO:1901363	5.99.1.3	ko:K02470					ko00000,ko01000,ko03032,ko03400				Bacteria	1TQ0R@1239,21Z0W@1506553,248AV@186801,COG0187@1,COG0187@2	NA|NA|NA	L	A type II topoisomerase that negatively supercoils closed circular double-stranded (ds) DNA in an ATP-dependent manner to modulate DNA topology and maintain chromosomes in an underwound state. Negative supercoiling favors strand separation, and DNA replication, transcription, recombination and repair, all of which involve strand separation. Also able to catalyze the interconversion of other topological isomers of dsDNA rings, including catenanes and knotted rings. Type II topoisomerases break and join 2 DNA strands simultaneously in an ATP-dependent manner
WP_013270749.1	610130.Closa_0006	0.0	1584.3	Lachnoclostridium	gyrA	GO:0000166,GO:0000287,GO:0003674,GO:0003824,GO:0003916,GO:0003918,GO:0005488,GO:0005524,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0006139,GO:0006259,GO:0006265,GO:0006725,GO:0006807,GO:0006996,GO:0008094,GO:0008144,GO:0008150,GO:0008152,GO:0009987,GO:0016020,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016853,GO:0016887,GO:0017076,GO:0017111,GO:0030312,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034335,GO:0034641,GO:0035639,GO:0036094,GO:0042623,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044464,GO:0046483,GO:0046872,GO:0051276,GO:0061505,GO:0071103,GO:0071704,GO:0071840,GO:0071944,GO:0090304,GO:0097159,GO:0097367,GO:0140097,GO:1901265,GO:1901360,GO:1901363	5.99.1.3	ko:K02469					ko00000,ko01000,ko03032,ko03400				Bacteria	1TP2Z@1239,21XW3@1506553,2482G@186801,COG0188@1,COG0188@2	NA|NA|NA	L	A type II topoisomerase that negatively supercoils closed circular double-stranded (ds) DNA in an ATP-dependent manner to modulate DNA topology and maintain chromosomes in an underwound state. Negative supercoiling favors strand separation, and DNA replication, transcription, recombination and repair, all of which involve strand separation. Also able to catalyze the interconversion of other topological isomers of dsDNA rings, including catenanes and knotted rings. Type II topoisomerases break and join 2 DNA strands simultaneously in an ATP-dependent manner
WP_013270750.1	610130.Closa_0007	0.0	1252.3	Lachnoclostridium			2.7.1.200,2.7.1.202	ko:K02538,ko:K02768,ko:K02769,ko:K02770,ko:K02773,ko:K03483,ko:K03491	ko00051,ko00052,ko01100,ko01120,ko02060,map00051,map00052,map01100,map01120,map02060	M00273,M00279	R03232,R05570	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000,ko03000	4.A.2.1,4.A.5.1			Bacteria	1TQT1@1239,2206G@1506553,24AMW@186801,COG1762@1,COG1762@2,COG3711@1,COG3711@2	NA|NA|NA	G	Mga helix-turn-helix domain
WP_013270751.1	610130.Closa_0008	1.3e-48	198.7	Lachnoclostridium			2.7.1.196,2.7.1.205	ko:K02760	ko00500,ko02060,map00500,map02060	M00275	R11170,R11172	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.3.2			Bacteria	1VFYT@1239,222VG@1506553,24SSW@186801,COG1440@1,COG1440@2	NA|NA|NA	G	PTS system, Lactose/Cellobiose specific IIB subunit
WP_013270752.1	610130.Closa_0009	1.6e-238	831.6	Lachnoclostridium				ko:K02761	ko00500,ko02060,map00500,map02060	M00275	R11170,R11172	RC00017,RC03206	ko00000,ko00001,ko00002,ko02000	4.A.3.2			Bacteria	1TP8D@1239,2224W@1506553,24808@186801,COG1455@1,COG1455@2	NA|NA|NA	G	The phosphoenolpyruvate-dependent sugar phosphotransferase system (PTS), a major carbohydrate active - transport system, catalyzes the phosphorylation of incoming sugar substrates concomitant with their translocation across the cell membrane
WP_013270753.1	610130.Closa_0010	2.1e-61	241.5	Lachnoclostridium			2.7.1.196,2.7.1.205	ko:K02759	ko00500,ko02060,map00500,map02060	M00275	R11170,R11172	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.3.2			Bacteria	1VCD8@1239,222RP@1506553,24M3Z@186801,COG1447@1,COG1447@2	NA|NA|NA	G	PTS system, Lactose/Cellobiose specific IIA subunit
WP_013270754.1	610130.Closa_0011	6.1e-295	1019.2	Lachnoclostridium			3.2.1.86	ko:K01223	ko00010,ko00500,map00010,map00500		R00839,R05133,R05134	RC00049,RC00171,RC00714	ko00000,ko00001,ko01000		GT1		Bacteria	1TP19@1239,221NC@1506553,2485V@186801,COG2723@1,COG2723@2	NA|NA|NA	G	Glycosyl hydrolase family 1
WP_013270756.1	610130.Closa_0013	4.2e-74	283.9	Lachnoclostridium				ko:K19587		M00767			ko00000,ko00002,ko03000				Bacteria	1V9YG@1239,220EE@1506553,24JFX@186801,COG1959@1,COG1959@2	NA|NA|NA	K	Winged helix-turn-helix transcription repressor, HrcA DNA-binding
WP_013270757.1	610130.Closa_0014	6e-157	560.1	Lachnoclostridium	ttdA		4.2.1.2	ko:K01677	ko00020,ko00620,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00620,map00720,map01100,map01110,map01120,map01130,map01200	M00009,M00011,M00173,M00374,M00620	R01082	RC00443	ko00000,ko00001,ko00002,ko01000				Bacteria	1TPXQ@1239,21XVW@1506553,248T7@186801,COG1951@1,COG1951@2	NA|NA|NA	C	COG COG1951 Tartrate dehydratase alpha subunit Fumarate hydratase class I, N-terminal domain
WP_013270759.1	610130.Closa_0016	5.1e-133	480.3	Lachnoclostridium	plsC		2.3.1.51	ko:K00655	ko00561,ko00564,ko01100,ko01110,map00561,map00564,map01100,map01110	M00089	R02241,R09381	RC00004,RC00037,RC00039	ko00000,ko00001,ko00002,ko01000,ko01004				Bacteria	1UMJA@1239,2244W@1506553,25BAV@186801,COG0204@1,COG0204@2	NA|NA|NA	I	PFAM phospholipid glycerol acyltransferase
WP_013270760.1	610130.Closa_0017	2.4e-36	157.5	Lachnoclostridium													Bacteria	1VH9B@1239,2243D@1506553,24NY4@186801,2E7JQ@1,3321V@2	NA|NA|NA	S	Psort location Cytoplasmic, score 8.87
WP_013270761.1	610130.Closa_0018	4.8e-287	993.0	Lachnoclostridium	speA		4.1.1.18,4.1.1.19	ko:K01582,ko:K01583,ko:K01585	ko00310,ko00330,ko00960,ko01100,ko01110,map00310,map00330,map00960,map01100,map01110	M00133	R00462,R00566	RC00299	ko00000,ko00001,ko00002,ko01000				Bacteria	1TNZ9@1239,21YCN@1506553,247RA@186801,COG1982@1,COG1982@2	NA|NA|NA	E	Orn Lys Arg decarboxylase major
WP_013270762.1	610130.Closa_0019	3.2e-109	401.0	Lachnoclostridium	gmk_1		2.7.4.8	ko:K00942	ko00230,ko01100,map00230,map01100	M00050	R00332,R02090	RC00002	ko00000,ko00001,ko00002,ko01000				Bacteria	1V3RZ@1239,21YW8@1506553,24HKC@186801,COG0194@1,COG0194@2	NA|NA|NA	F	Guanylate kinase homologues.
WP_013270763.1	610130.Closa_0020	1.5e-170	605.5	Lachnoclostridium				ko:K10440	ko02010,map02010	M00212			ko00000,ko00001,ko00002,ko02000	3.A.1.2.1,3.A.1.2.13,3.A.1.2.19			Bacteria	1TP72@1239,222EG@1506553,249FA@186801,COG1172@1,COG1172@2	NA|NA|NA	U	Branched-chain amino acid transport system / permease component
WP_013270764.1	610130.Closa_0021	1.3e-282	978.4	Lachnoclostridium	rbsA		3.6.3.17	ko:K10441	ko02010,map02010	M00212			ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.2.1,3.A.1.2.13,3.A.1.2.19			Bacteria	1TP6I@1239,221TZ@1506553,247II@186801,COG1129@1,COG1129@2	NA|NA|NA	G	ATPases associated with a variety of cellular activities
WP_013270765.1	610130.Closa_0022	4.5e-172	610.5	Lachnoclostridium				ko:K02058,ko:K10439	ko02010,ko02030,map02010,map02030	M00212,M00221			ko00000,ko00001,ko00002,ko02000	3.A.1.2,3.A.1.2.1,3.A.1.2.13,3.A.1.2.19			Bacteria	1UZE6@1239,220GF@1506553,24G7K@186801,COG1879@1,COG1879@2	NA|NA|NA	G	Periplasmic binding protein domain
WP_013270766.1	610130.Closa_0023	9.1e-275	952.2	Lachnoclostridium			3.6.3.17	ko:K10441,ko:K17214	ko02010,map02010	M00212,M00593			ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.2,3.A.1.2.1,3.A.1.2.13,3.A.1.2.19			Bacteria	1VQYK@1239,220EY@1506553,24IJP@186801,COG1129@1,COG1129@2	NA|NA|NA	G	ABC transporter
WP_013270767.1	610130.Closa_0024	1.3e-185	655.6	Lachnoclostridium			2.7.13.3	ko:K07718	ko02020,map02020	M00519			ko00000,ko00001,ko00002,ko01000,ko01001,ko02022				Bacteria	1TRKI@1239,222AF@1506553,24B7C@186801,COG2972@1,COG2972@2	NA|NA|NA	T	Histidine kinase
WP_013270768.1	610130.Closa_0025	8.2e-304	1048.9	Lachnoclostridium				ko:K07720	ko02020,map02020	M00519			ko00000,ko00001,ko00002,ko02022				Bacteria	1VTIV@1239,22203@1506553,25BSQ@186801,COG2207@1,COG2207@2,COG4753@1,COG4753@2	NA|NA|NA	T	helix_turn_helix, arabinose operon control protein
WP_013270769.1	610130.Closa_0026	8.2e-182	642.9	Lachnoclostridium	holB		2.7.7.7	ko:K02341	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440	M00260	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032,ko03400				Bacteria	1VCQC@1239,21YAE@1506553,248U4@186801,COG2812@1,COG2812@2	NA|NA|NA	L	DNA polymerase III
WP_013270770.1	610130.Closa_0027	2.1e-160	571.6	Lachnoclostridium	yaaT	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464											Bacteria	1TP1V@1239,21YW5@1506553,247Q6@186801,COG1774@1,COG1774@2	NA|NA|NA	S	PSP1 C-terminal conserved region
WP_013270771.1	610130.Closa_0028	2.3e-136	491.5	Lachnoclostridium	yabB	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0008152,GO:0008168,GO:0008757,GO:0016740,GO:0016741,GO:0032259,GO:0044424,GO:0044444,GO:0044464	2.1.1.172,2.1.1.223	ko:K00564,ko:K07461,ko:K15460			R07234	RC00003	ko00000,ko01000,ko03009,ko03016				Bacteria	1TQ25@1239,21XQZ@1506553,249UH@186801,COG4123@1,COG4123@2	NA|NA|NA	S	Protein of unknown function (DUF890)
WP_013270775.1	610130.Closa_0032	4.5e-166	590.5	Lachnoclostridium	fabK		1.3.1.9	ko:K02371	ko00061,ko01100,ko01212,map00061,map01100,map01212	M00083	R04429,R04724,R04955,R04958,R04961,R04966,R04969,R07765	RC00052,RC00076	ko00000,ko00001,ko00002,ko01000,ko01004			iHN637.CLJU_RS20775	Bacteria	1TPC3@1239,21Y8V@1506553,24831@186801,COG2070@1,COG2070@2	NA|NA|NA	S	Nitronate monooxygenase
WP_013270776.1	610130.Closa_0033	1.5e-166	592.0	Lachnoclostridium	fabD		2.3.1.39	ko:K00645	ko00061,ko00333,ko01100,ko01130,ko01212,map00061,map00333,map01100,map01130,map01212	M00082	R01626,R11671	RC00004,RC00039,RC02727	ko00000,ko00001,ko00002,ko01000,ko01004				Bacteria	1TPB7@1239,21XR4@1506553,247UF@186801,COG0331@1,COG0331@2	NA|NA|NA	I	malonyl CoA-acyl carrier protein transacylase
