# emapper version: emapper-1.0.3-35-g63c274b emapper DB: 2.0
# command: ./emapper.py  --cpu 10 -i /data/shared/emapper_jobs/user_data/MM_nf70xi_x/query_seqs.fa --output query_seqs.fa --output_dir /data/shared/emapper_jobs/user_data/MM_nf70xi_x -m diamond -d none --tax_scope auto --go_evidence non-electronic --target_orthologs all --seed_ortholog_evalue 0.001 --seed_ortholog_score 60 --query-cover 20 --subject-cover 0 --override --temp_dir /data/shared/emapper_jobs/user_data/MM_nf70xi_x
# time: Mon Jun 17 15:33:15 2019
#query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	best_tax_level	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction
YP_002418675.1	754331.AEME01000001_gene3755	8.3e-47	192.6	Gammaproteobacteria	yacB												Bacteria	1N7G9@1224,1SBAB@1236,COG3668@1,COG3668@2	NA|NA|NA	S	ParE toxin of type II toxin-antitoxin system, parDE
YP_002418676.1	754331.AEME01000001_gene3756	5.2e-38	163.3	Gammaproteobacteria	yacA											iSbBS512_1146.SbBS512_E2304	Bacteria	1N30A@1224,1T0QE@1236,COG3905@1,COG3905@2	NA|NA|NA	K	.,Oxidizes proline to glutamate for use as a carbon and nitrogen source
YP_002418682.1	406818.XBJ1_4380	2e-30	138.7	Gammaproteobacteria	doc			ko:K07341					ko00000,ko02048				Bacteria	1N1FW@1224,1S3YM@1236,COG3654@1,COG3654@2	NA|NA|NA	S	Death ON curing protein
YP_002418683.1	1115512.EH105704_07_01030	6e-08	63.2	Escherichia				ko:K19165					ko00000,ko02048				Bacteria	1N99I@1224,1SC1V@1236,3XRBE@561,COG2161@1,COG2161@2	NA|NA|NA	D	Antitoxin component of a toxin-antitoxin (TA) module
YP_002418692.1	198214.SF1764	8.5e-09	66.6	Gammaproteobacteria													Bacteria	1QWCE@1224,1RZX1@1236,2DCG6@1,2ZE0S@2	NA|NA|NA	S	Transposase zinc-binding domain
YP_002418696.1	1005999.GLGR_2382	4.7e-126	457.6	Gammaproteobacteria	ssuA			ko:K15553	ko00920,ko02010,map00920,map02010	M00436			ko00000,ko00001,ko00002,ko02000	3.A.1.17.2			Bacteria	1MV9S@1224,1RQJK@1236,COG0715@1,COG0715@2	NA|NA|NA	P	ABC transporter
YP_002418697.1	1005999.GLGR_2381	3.7e-64	251.1	Proteobacteria													Bacteria	1N9RN@1224,2BY0Z@1,331WZ@2	NA|NA|NA		
YP_002418704.1	1216966.BAUC01000040_gene2829	1.7e-70	272.3	Gammaproteobacteria													Bacteria	1PH0Z@1224,1RZGV@1236,28JS6@1,2Z9HQ@2	NA|NA|NA		
YP_002418705.1	573.JG24_01590	9.7e-21	105.9	Gammaproteobacteria													Bacteria	1NZ97@1224,1SQ06@1236,2ET1W@1,3431J@2	NA|NA|NA		
YP_002418706.1	155864.EDL933_p0058	5.8e-32	142.9	Escherichia	ccdA			ko:K19163,ko:K19164					ko00000,ko02048				Bacteria	1N3QM@1224,1S9XW@1236,3XR49@561,COG5302@1,COG5302@2	NA|NA|NA	K	Post-segregation antitoxin CcdA
YP_002418707.1	198214.CP0225	1.4e-53	215.3	Gammaproteobacteria	ccdB			ko:K19163					ko00000,ko02048				Bacteria	1RJIG@1224,1S5Z9@1236,2DM43@1,31N2R@2	NA|NA|NA	S	PFAM CcdB protein
YP_002418708.1	592316.Pat9b_4039	1.8e-71	275.8	Pantoea				ko:K03496					ko00000,ko03036,ko04812				Bacteria	1QGKJ@1224,1TE11@1236,3W2IZ@53335,COG1192@1,COG1192@2	NA|NA|NA	D	ATPase MipZ
YP_002418710.1	573.JG24_01795	2.8e-113	415.2	Gammaproteobacteria	yegD			ko:K04046,ko:K18640					ko00000,ko03110,ko04812	1.A.33			Bacteria	1R4I4@1224,1RRY4@1236,COG0443@1,COG0443@2	NA|NA|NA	O	PFAM StbA family protein
YP_002418711.1	66269.NL54_21970	1.5e-07	62.8	Gammaproteobacteria													Bacteria	1NI2Q@1224,1SHW9@1236,2DSQV@1,33H3G@2	NA|NA|NA	S	Plasmid stability protein
YP_002418719.1	1332071.L581_0783	3.7e-86	325.1	Serratia													Bacteria	1MUSP@1224,1RNUW@1236,404SX@613,COG5464@1,COG5464@2	NA|NA|NA	S	Putative transposase, YhgA-like
YP_002418723.1	1229485.AMYV01000119_gene3519	7.6e-10	70.1	Gammaproteobacteria													Bacteria	1P555@1224,1ST73@1236,28XYR@1,2ZJUN@2	NA|NA|NA		
YP_002418724.1	75379.Tint_3206	1.1e-10	73.2	Proteobacteria													Bacteria	1NEFP@1224,2E8NX@1,33304@2	NA|NA|NA		
YP_002418726.1	155864.EDL933_p0089	5.2e-71	273.5	Gammaproteobacteria	tolA			ko:K03646					ko00000,ko02000	2.C.1.2			Bacteria	1RIWN@1224,1S8DR@1236,COG3064@1,COG3064@2	NA|NA|NA	M	TolA C-terminal
YP_002418730.1	291112.PAU_02135	3.3e-09	68.2	Gammaproteobacteria													Bacteria	1NHG5@1224,1SI0Y@1236,2EUQ3@1,33N5V@2	NA|NA|NA		
YP_002418732.1	1453496.AT03_16985	1.6e-94	352.8	Gammaproteobacteria	cjrA												Bacteria	1R5UH@1224,1RQXM@1236,COG3016@1,COG3016@2	NA|NA|NA	S	Iron-regulated protein
YP_002418733.1	1453496.AT03_16990	3.5e-63	248.4	Gammaproteobacteria	tonB			ko:K03832					ko00000,ko02000	2.C.1.1			Bacteria	1MZXC@1224,1S5ID@1236,COG0810@1,COG0810@2	NA|NA|NA	M	COG0810 Periplasmic protein TonB, links inner and outer membranes
YP_002418734.1	1453496.AT03_17000	0.0	1198.0	Gammaproteobacteria				ko:K02014,ko:K16087,ko:K16152					ko00000,ko02000	1.B.14,1.B.14.2,1.B.14.7.1			Bacteria	1QUJE@1224,1T2FC@1236,COG4774@1,COG4774@2	NA|NA|NA	P	TonB dependent receptor
YP_002418735.1	1028307.EAE_15840	1.2e-156	559.7	Gammaproteobacteria													Bacteria	1PDS2@1224,1RPZQ@1236,COG3391@1,COG3391@2	NA|NA|NA	S	DNA binding
YP_002418736.1	198214.SF2979	1.3e-54	218.8	Gammaproteobacteria				ko:K07483					ko00000				Bacteria	1N1AA@1224,1S9QC@1236,COG2963@1,COG2963@2	NA|NA|NA	L	Transposase
YP_002418743.1	362663.ECP_4584	3.6e-66	258.1	Gammaproteobacteria			4.2.99.18	ko:K01741					ko00000,ko01000				Bacteria	1R4MA@1224,1RN0T@1236,COG4047@1,COG4047@2	NA|NA|NA	L	oxidized base lesion DNA N-glycosylase activity
YP_002418744.1	362663.ECP_4524	6.3e-128	464.5	Escherichia	eptA	GO:0000271,GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0005975,GO:0005976,GO:0006629,GO:0008150,GO:0008152,GO:0008610,GO:0008653,GO:0009058,GO:0009059,GO:0009103,GO:0009244,GO:0009311,GO:0009312,GO:0009987,GO:0016020,GO:0016051,GO:0016740,GO:0016772,GO:0016776,GO:0033692,GO:0034637,GO:0034645,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0044464,GO:0046401,GO:0071704,GO:0071944,GO:1901135,GO:1901137,GO:1901576,GO:1903509	2.7.8.42,2.7.8.43	ko:K03760,ko:K12975,ko:K19353	ko00540,ko01503,map00540,map01503	M00722,M00723	R11204,R11205,R11555,R11556,R11557	RC00002,RC00017,RC00428	ko00000,ko00001,ko00002,ko01000,ko01005			iSSON_1240.SSON_3844	Bacteria	1NHRY@1224,1RS8R@1236,3XPEH@561,COG2194@1,COG2194@2	NA|NA|NA	S	sulfuric ester hydrolase activity
YP_002418747.1	1577887.JSYG01000013_gene3611	3.4e-11	75.5	Gammaproteobacteria													Bacteria	1NKMJ@1224,1SHZV@1236,2EKWV@1,33EKD@2	NA|NA|NA		
YP_002418753.1	1229485.AMYV01000083_gene3478	1.1e-296	1026.2	Gammaproteobacteria	icmB			ko:K12206					ko00000,ko02044	3.A.7.9.1			Bacteria	1MWW7@1224,1RQMQ@1236,COG0433@1,COG0433@2,COG3451@1,COG3451@2	NA|NA|NA	U	type IV secretory pathway VirB4
YP_002418763.1	1332071.L581_1532	5.7e-21	107.1	Gammaproteobacteria				ko:K12227					ko00000,ko02044	3.A.7.10.1			Bacteria	1N7Y8@1224,1SF24@1236,2C9DP@1,335UR@2	NA|NA|NA		
YP_002418764.1	1332071.L581_1531	2.7e-93	350.9	Gammaproteobacteria			6.3.2.4	ko:K01921,ko:K06919,ko:K08086,ko:K08307	ko00473,ko00550,ko01100,ko01502,map00473,map00550,map01100,map01502		R01150	RC00064,RC00141	ko00000,ko00001,ko01000,ko01011				Bacteria	1R7S0@1224,1RVCF@1236,COG3170@1,COG3170@2,COG4643@1,COG4643@2	NA|NA|NA	NU	Tfp pilus assembly protein FimV
YP_002418769.1	716541.ECL_00526	1.6e-131	476.1	Enterobacter													Bacteria	1N1QM@1224,1RR0J@1236,28IW1@1,2Z8UB@2,3X1WM@547	NA|NA|NA	S	F plasmid transfer operon, TraF, protein
YP_002418775.1	1149133.ppKF707_2247	4.1e-10	71.6	Pseudomonas aeruginosa group													Bacteria	1PJBG@1224,1TCC0@1236,1YK5Y@136841,2A8ED@1,30XG6@2	NA|NA|NA	S	PilS N terminal
YP_002418779.1	637910.ROD_p2121	2.6e-36	157.5	Citrobacter	stbD			ko:K18923					ko00000,ko02048				Bacteria	1N6YR@1224,1S8RK@1236,3WYWJ@544,COG2161@1,COG2161@2	NA|NA|NA	D	Antitoxin component of a toxin-antitoxin (TA) module
YP_002418780.1	637910.ROD_p2111	3.7e-39	167.2	Citrobacter	relE	GO:0000976,GO:0001067,GO:0001130,GO:0001217,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004540,GO:0005488,GO:0005575,GO:0006139,GO:0006355,GO:0006401,GO:0006402,GO:0006417,GO:0006725,GO:0006807,GO:0006950,GO:0007154,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009267,GO:0009605,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0009991,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010608,GO:0010629,GO:0016070,GO:0016071,GO:0016787,GO:0016788,GO:0017148,GO:0019219,GO:0019222,GO:0019439,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031667,GO:0031668,GO:0031669,GO:0032268,GO:0032269,GO:0032991,GO:0032993,GO:0033554,GO:0034198,GO:0034248,GO:0034249,GO:0034641,GO:0034655,GO:0042221,GO:0042594,GO:0043021,GO:0043022,GO:0043170,GO:0043565,GO:0044212,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044877,GO:0045892,GO:0045934,GO:0046483,GO:0046677,GO:0046700,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051246,GO:0051248,GO:0051252,GO:0051253,GO:0051716,GO:0060255,GO:0065007,GO:0071496,GO:0071704,GO:0080090,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0097159,GO:0140098,GO:0140110,GO:1901360,GO:1901361,GO:1901363,GO:1901575,GO:1902679,GO:1903506,GO:1903507,GO:1990837,GO:1990928,GO:2000112,GO:2000113,GO:2001141		ko:K06218					ko00000,ko02048				Bacteria	1MZ76@1224,1S8RR@1236,3WYWS@544,COG2026@1,COG2026@2	NA|NA|NA	DJ	ParE toxin of type II toxin-antitoxin system, parDE
YP_002418790.1	469008.B21_02871	6.8e-144	517.7	Escherichia	yqiK	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0016020,GO:0044424,GO:0044444,GO:0044464,GO:0071944		ko:K07192	ko04910,map04910				ko00000,ko00001,ko03036,ko04131,ko04147				Bacteria	1P50K@1224,1RRHJ@1236,3XNVI@561,COG2268@1,COG2268@2	NA|NA|NA	S	Flotillin
YP_002418791.1	637910.ROD_35931	2.6e-64	251.9	Citrobacter	yuaF	GO:0005575,GO:0005623,GO:0005886,GO:0006950,GO:0006974,GO:0008150,GO:0009987,GO:0016020,GO:0033554,GO:0044464,GO:0050896,GO:0051716,GO:0071944											Bacteria	1R4NP@1224,1RQ4X@1236,3WZ19@544,COG1585@1,COG1585@2	NA|NA|NA	OU	Protein of unknown function (DUF1449)
YP_002756577.1	198214.CP0108	6.4e-45	186.4	Gammaproteobacteria				ko:K07483					ko00000				Bacteria	1NAGA@1224,1SCDK@1236,COG2963@1,COG2963@2	NA|NA|NA	L	cog cog2963
YP_002756662.1	637910.ROD_35931	2.6e-64	251.9	Citrobacter	yuaF	GO:0005575,GO:0005623,GO:0005886,GO:0006950,GO:0006974,GO:0008150,GO:0009987,GO:0016020,GO:0033554,GO:0044464,GO:0050896,GO:0051716,GO:0071944											Bacteria	1R4NP@1224,1RQ4X@1236,3WZ19@544,COG1585@1,COG1585@2	NA|NA|NA	OU	Protein of unknown function (DUF1449)
YP_002756678.1	716541.ECL_00526	1.6e-131	476.1	Enterobacter													Bacteria	1N1QM@1224,1RR0J@1236,28IW1@1,2Z8UB@2,3X1WM@547	NA|NA|NA	S	F plasmid transfer operon, TraF, protein
YP_002756684.1	1332071.L581_1532	5.7e-21	107.1	Gammaproteobacteria				ko:K12227					ko00000,ko02044	3.A.7.10.1			Bacteria	1N7Y8@1224,1SF24@1236,2C9DP@1,335UR@2	NA|NA|NA		
YP_003162520.1	1453496.AT03_16990	3.5e-63	248.4	Gammaproteobacteria	tonB			ko:K03832					ko00000,ko02000	2.C.1.1			Bacteria	1MZXC@1224,1S5ID@1236,COG0810@1,COG0810@2	NA|NA|NA	M	COG0810 Periplasmic protein TonB, links inner and outer membranes
YP_003162521.1	1453496.AT03_17000	0.0	1198.0	Gammaproteobacteria				ko:K02014,ko:K16087,ko:K16152					ko00000,ko02000	1.B.14,1.B.14.2,1.B.14.7.1			Bacteria	1QUJE@1224,1T2FC@1236,COG4774@1,COG4774@2	NA|NA|NA	P	TonB dependent receptor
YP_003162522.1	1028307.EAE_15840	1.2e-156	559.7	Gammaproteobacteria													Bacteria	1PDS2@1224,1RPZQ@1236,COG3391@1,COG3391@2	NA|NA|NA	S	DNA binding
YP_003864335.1	1332071.L581_1532	5.7e-21	107.1	Gammaproteobacteria				ko:K12227					ko00000,ko02044	3.A.7.10.1			Bacteria	1N7Y8@1224,1SF24@1236,2C9DP@1,335UR@2	NA|NA|NA		
YP_003937625.1	198214.SF2979	1.3e-54	218.8	Gammaproteobacteria				ko:K07483					ko00000				Bacteria	1N1AA@1224,1S9QC@1236,COG2963@1,COG2963@2	NA|NA|NA	L	Transposase
YP_003937764.1	198214.SF2979	1.3e-54	218.8	Gammaproteobacteria				ko:K07483					ko00000				Bacteria	1N1AA@1224,1S9QC@1236,COG2963@1,COG2963@2	NA|NA|NA	L	Transposase
YP_004119665.1	637910.ROD_35931	2.6e-64	251.9	Citrobacter	yuaF	GO:0005575,GO:0005623,GO:0005886,GO:0006950,GO:0006974,GO:0008150,GO:0009987,GO:0016020,GO:0033554,GO:0044464,GO:0050896,GO:0051716,GO:0071944											Bacteria	1R4NP@1224,1RQ4X@1236,3WZ19@544,COG1585@1,COG1585@2	NA|NA|NA	OU	Protein of unknown function (DUF1449)
YP_004119682.1	716541.ECL_00526	1.6e-131	476.1	Enterobacter													Bacteria	1N1QM@1224,1RR0J@1236,28IW1@1,2Z8UB@2,3X1WM@547	NA|NA|NA	S	F plasmid transfer operon, TraF, protein
YP_004119689.1	1332071.L581_1532	5.7e-21	107.1	Gammaproteobacteria				ko:K12227					ko00000,ko02044	3.A.7.10.1			Bacteria	1N7Y8@1224,1SF24@1236,2C9DP@1,335UR@2	NA|NA|NA		
YP_006903495.1	754331.AEME01000001_gene3755	8.3e-47	192.6	Gammaproteobacteria	yacB												Bacteria	1N7G9@1224,1SBAB@1236,COG3668@1,COG3668@2	NA|NA|NA	S	ParE toxin of type II toxin-antitoxin system, parDE
YP_006903413.1	592316.Pat9b_4039	1.8e-71	275.8	Pantoea				ko:K03496					ko00000,ko03036,ko04812				Bacteria	1QGKJ@1224,1TE11@1236,3W2IZ@53335,COG1192@1,COG1192@2	NA|NA|NA	D	ATPase MipZ
YP_006903416.1	66269.NL54_21970	1.5e-07	62.8	Gammaproteobacteria													Bacteria	1NI2Q@1224,1SHW9@1236,2DSQV@1,33H3G@2	NA|NA|NA	S	Plasmid stability protein
YP_006940086.1	155864.EDL933_p0089	5.2e-71	273.5	Gammaproteobacteria	tolA			ko:K03646					ko00000,ko02000	2.C.1.2			Bacteria	1RIWN@1224,1S8DR@1236,COG3064@1,COG3064@2	NA|NA|NA	M	TolA C-terminal
YP_006940131.1	1332071.L581_1532	5.7e-21	107.1	Gammaproteobacteria				ko:K12227					ko00000,ko02044	3.A.7.10.1			Bacteria	1N7Y8@1224,1SF24@1236,2C9DP@1,335UR@2	NA|NA|NA		
YP_006940138.1	716541.ECL_00526	1.6e-131	476.1	Enterobacter													Bacteria	1N1QM@1224,1RR0J@1236,28IW1@1,2Z8UB@2,3X1WM@547	NA|NA|NA	S	F plasmid transfer operon, TraF, protein
YP_006940157.1	637910.ROD_35931	2.6e-64	251.9	Citrobacter	yuaF	GO:0005575,GO:0005623,GO:0005886,GO:0006950,GO:0006974,GO:0008150,GO:0009987,GO:0016020,GO:0033554,GO:0044464,GO:0050896,GO:0051716,GO:0071944											Bacteria	1R4NP@1224,1RQ4X@1236,3WZ19@544,COG1585@1,COG1585@2	NA|NA|NA	OU	Protein of unknown function (DUF1449)
YP_006940487.1	198214.SF2979	1.3e-54	218.8	Gammaproteobacteria				ko:K07483					ko00000				Bacteria	1N1AA@1224,1S9QC@1236,COG2963@1,COG2963@2	NA|NA|NA	L	Transposase
YP_006952312.1	592316.Pat9b_4039	1.8e-71	275.8	Pantoea				ko:K03496					ko00000,ko03036,ko04812				Bacteria	1QGKJ@1224,1TE11@1236,3W2IZ@53335,COG1192@1,COG1192@2	NA|NA|NA	D	ATPase MipZ
YP_006952315.1	66269.NL54_21970	1.5e-07	62.8	Gammaproteobacteria													Bacteria	1NI2Q@1224,1SHW9@1236,2DSQV@1,33H3G@2	NA|NA|NA	S	Plasmid stability protein
YP_006954118.1	66269.NL54_21970	1.5e-07	62.8	Gammaproteobacteria													Bacteria	1NI2Q@1224,1SHW9@1236,2DSQV@1,33H3G@2	NA|NA|NA	S	Plasmid stability protein
WP_000812041.1	155864.EDL933_3736	4.2e-175	620.5	Escherichia	rseB	GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0030288,GO:0030313,GO:0031975,GO:0042597,GO:0042802,GO:0044464,GO:0045152		ko:K03598					ko00000,ko03021				Bacteria	1MUQ8@1224,1RNF3@1236,3XN4S@561,COG3026@1,COG3026@2	NA|NA|NA	T	Negatively modulates the activity of sigma-E (RpoE) by stabilizing RseA under non-stress conditions. Although not essential for association of sigma-E with Rsea it increases their affinity 2- to 3-fold. When bound to RseA it prevents proteolysis by DegS, which is probably relieved by lipopolysaccharide binding (LPS)
WP_000812802.1	199310.c4731	5.8e-129	466.8	Escherichia	yigA			ko:K09921					ko00000				Bacteria	1R4BP@1224,1S9SC@1236,3XNG2@561,COG3159@1,COG3159@2	NA|NA|NA	S	Protein of unknown function, DUF484
WP_000813854.1	199310.c2832	1.7e-105	388.7	Escherichia	yfbR	GO:0002953,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0006139,GO:0006220,GO:0006221,GO:0006226,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008655,GO:0009058,GO:0009117,GO:0009123,GO:0009124,GO:0009129,GO:0009130,GO:0009157,GO:0009162,GO:0009165,GO:0009176,GO:0009177,GO:0009219,GO:0009221,GO:0009262,GO:0009263,GO:0009265,GO:0009394,GO:0009987,GO:0010139,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0018130,GO:0019438,GO:0019637,GO:0019692,GO:0032262,GO:0034641,GO:0034654,GO:0042578,GO:0042802,GO:0043094,GO:0043167,GO:0043169,GO:0043173,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0046078,GO:0046385,GO:0046483,GO:0046872,GO:0046914,GO:0050897,GO:0055086,GO:0071704,GO:0072527,GO:0072528,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	3.1.3.89	ko:K08722	ko00240,ko01100,map00240,map01100		R01569,R01664,R01968,R02088,R02102,R10776	RC00017	ko00000,ko00001,ko01000			iB21_1397.B21_02176,iEC55989_1330.EC55989_2535,iECBD_1354.ECBD_1368,iECB_1328.ECB_02216,iECD_1391.ECD_02216,iECH74115_1262.ECH74115_3430,iECIAI1_1343.ECIAI1_2365,iECIAI39_1322.ECIAI39_2438,iECO111_1330.ECO111_3039,iECO26_1355.ECO26_3279,iECSE_1348.ECSE_2548,iECSP_1301.ECSP_3165,iECUMN_1333.ECUMN_2630,iECs_1301.ECs3175,iEcHS_1320.EcHS_A2440,iEcSMS35_1347.EcSMS35_2446,iEcolC_1368.EcolC_1361,iG2583_1286.G2583_2828,iSFV_1184.SFV_2358,iSF_1195.SF2367,iSFxv_1172.SFxv_2612,iS_1188.S2502,iYL1228.KPN_02681,iZ_1308.Z3552	Bacteria	1MVGJ@1224,1RSED@1236,3XPD7@561,COG1896@1,COG1896@2	NA|NA|NA	F	Catalyzes the strictly specific dephosphorylation of 2'- deoxyribonucleoside 5'-monophosphates
WP_000815387.1	199310.c1004	0.0	1138.6	Escherichia	poxB	GO:0000166,GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006082,GO:0006090,GO:0008150,GO:0008152,GO:0008289,GO:0009056,GO:0009987,GO:0016020,GO:0016043,GO:0016054,GO:0016491,GO:0016903,GO:0019752,GO:0019842,GO:0022607,GO:0030976,GO:0032787,GO:0036094,GO:0042802,GO:0042867,GO:0043167,GO:0043168,GO:0043169,GO:0043436,GO:0043933,GO:0044085,GO:0044237,GO:0044248,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046395,GO:0046872,GO:0048037,GO:0050660,GO:0050662,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0052737,GO:0052738,GO:0055114,GO:0065003,GO:0071704,GO:0071840,GO:0071944,GO:0072329,GO:0097159,GO:1901265,GO:1901363,GO:1901575,GO:1901681	1.2.3.3,1.2.5.1	ko:K00156,ko:K00158	ko00620,ko01100,map00620,map01100		R00207,R03145	RC00860,RC02745	ko00000,ko00001,ko01000			iSF_1195.SF0826,iSFxv_1172.SFxv_0895,iS_1188.S0867	Bacteria	1MWKP@1224,1RNYT@1236,3XNU3@561,COG0028@1,COG0028@2	NA|NA|NA	C	Belongs to the TPP enzyme family
WP_000815414.1	316407.4062334	2e-196	691.4	Escherichia	pgl	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0016787,GO:0016788,GO:0017057,GO:0044424,GO:0044444,GO:0044464,GO:0052689	3.1.1.31	ko:K07404	ko00030,ko01100,ko01110,ko01120,ko01130,ko01200,map00030,map01100,map01110,map01120,map01130,map01200	M00004,M00006,M00008	R02035	RC00537	ko00000,ko00001,ko00002,ko01000			iSSON_1240.SSON_0741	Bacteria	1MWGS@1224,1RNX2@1236,3XMN9@561,COG2706@1,COG2706@2	NA|NA|NA	F	Catalyzes the hydrolysis of 6-phosphogluconolactone to 6-phosphogluconate
